alien_name,enemy_name,alien1_species,alien1_home_planet,alien1_strength_level,alien1_speed_level,alien1_intelligence,alien2_species,alien2_home_planet,alien2_strength_level,alien2_speed_level,alien2_intelligence,winner
Gravattack,Wildmutt,Simpleite,Kratos IV,6,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Big Chill,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,8,Articleite,Zantron,5,9,5,Chamalien
Overflow,Big Chill,Minuteite,Nebulon,6,7,7,Sourceite,Vortis,9,5,8,Big Chill
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,8,Particularite,Zantron,5,8,5,AmpFibian
Four Arms,Wildmutt,Decideite,Epsilon Eridani,8,8,6,Chanceite,Epsilon Eridani,9,6,10,Feedback
Water Hazard,Upgrade,Seaite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
Gax,Snare-oh,Girlite,Altair IV,9,5,6,Aite,Vulcan,5,6,7,Gax
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,6,The Worst
Gax,Snare-oh,Girlite,Altair IV,9,9,6,Aite,Vulcan,5,6,7,Snare-oh
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,9,Toepick
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Astrodactyl,NRG,Acrossite,Hala,10,7,8,Earlyite,Rylos,7,5,10,Gravattack
Feedback,Armodrillo,Norite,Zantron,7,5,10,Discussionite,Tierra Nova,5,4,10,Armodrillo
Bloxx,Ditto,Agentite,Hala,8,10,9,Workite,Alpha Centauri,8,4,6,Ditto
Shock Rock,XLR8,Centuryite,Ego the Living Planet,7,6,6,Valueite,Orion Nebula,9,7,8,Eatle
Diamondhead,Snare-oh,Faceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Minuteite,Nebulon,10,10,7,Bloxx
Wildmutt,Big Chill,Chanceite,Epsilon Eridani,8,7,10,Girlite,Omega Centauri,9,5,6,Wildmutt
Spidermonkey,Upchuck,Faceite,Sirius,9,9,9,Particularlyite,Krypton,7,10,10,Grey Matter
Gax,Ball Weevil,Particularlyite,Altair IV,7,9,6,Darkite,Tierra Nova,7,4,8,Upchuck
Alien X,Ultimate Swampfire,Totalite,Solaris,6,6,9,Centuryite,Ego the Living Planet,9,10,10,NRG
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,10,8,Overflow
Snare-oh,Grey Matter,Aite,Vulcan,5,6,7,Groundite,Rylos,8,4,8,Echo Echo
Spidermonkey,AmpFibian,Faceite,Zygara,7,7,9,Particularite,Zantron,5,6,5,Snare-oh
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
AmpFibian,Armodrillo,Norite,Beta Hydri,7,6,10,Discussionite,Tierra Nova,5,6,10,Armodrillo
Jetpack Alien,Ghostfreak,Valueite,Tau Ceti,8,9,8,Maybeite,Solaris,8,4,6,Jetpack Alien
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Upgrade,Big Chill,Minuteite,Pandora,9,7,10,Sourceite,Vortis,9,5,8,Upgrade
Terraspin,Ultimate Big Chill,Mostite,Ego the Living Planet,10,6,7,Herite,Sirius,9,10,9,Ultimate Big Chill
Ultimate Spidermonkey,Ultimate Cannonbolt,Withoutite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
The Worst,Gutrot,Candidateite,Vortis,9,5,6,Taxite,Hala,7,6,9,Wildmutt
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,6,Toepick
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Hala,7,4,6,Terraspin
Big Chill,Ultimate Cannonbolt,Sourceite,Vortis,9,5,8,Spaceite,Alpha Centauri,8,9,9,Ultimate Cannonbolt
Rath,Eatle,Bestite,Vega,5,8,8,Valueite,Orion Nebula,5,7,5,Rath
Spidermonkey,AmpFibian,Faceite,Vega,7,7,9,Particularite,Talos IV,5,6,5,Snare-oh
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,6,10,9,Slapback
Ultimate Wildmutt,Jetpack Alien,Greenite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Jetpack Alien,Ghostfreak,Townite,Tau Ceti,8,9,8,Groundite,Solaris,8,9,6,Jetpack Alien
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Oilite,Vega,7,7,9,Glitch Ben
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Articleite,Vega,7,7,9,Glitch Ben
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Ghostfreak,Gax,Maybeite,Ego the Living Planet,8,8,6,Girlite,Altair IV,9,5,6,Ghostfreak
Eye Guy,Whampire,Middleite,Kratos IV,10,4,8,Programite,Zygara,9,10,10,Eye Guy
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,6,Toepick
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Mole-Stache,Jetray,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,9,8,9,Mole-Stache
Rath,Eatle,Bestite,Vega,5,8,6,Valueite,Orion Nebula,5,7,5,Rath
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Bloxx,Ditto,Taxite,Zygara,5,10,9,Workite,Alpha Centauri,8,4,6,Ditto
Ditto,Swampfire,Workite,Beta Hydri,7,4,10,Electionite,Krypton,9,4,10,Cannonbolt
Toepick,Heatblast,Whereite,Xandar,7,6,9,Ontoite,Talos IV,9,6,9,Toepick
AmpFibian,Way Big,Particularite,Zantron,5,8,7,Formite,Tierra Nova,7,8,10,Way Big
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
Humungousaur,XLR8,Lateite,Rylos,5,5,10,Actite,Hala,10,4,5,Ball Weevil
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Terraspin,Ultimate Way Big,Mostite,Orion Nebula,10,6,7,Threeite,Hala,7,4,6,Terraspin
Stinkfly,Slapback,Nameite,Alpha Centauri,5,5,10,Personite,Hala,9,6,5,Stinkfly
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Ditto,Swampfire,Middleite,Beta Hydri,8,4,9,Electionite,Krypton,9,4,10,Ditto
Ghostfreak,Gax,Maybeite,Ego the Living Planet,8,8,6,Girlite,Altair IV,9,5,6,Ghostfreak
Ultimate Swampfire,Jury Rigg,Centuryite,Ego the Living Planet,9,10,10,Toughite,Beta Hydri,9,5,8,Ultimate Swampfire
Terraspin,Ultimate Way Big,Mostite,Rylos,10,6,7,Threeite,Hala,7,4,6,Terraspin
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,AmpFibian
Glitch Ben,Chamalien,Oilite,Vega,8,4,8,Articleite,Vega,7,7,9,Glitch Ben
Overflow,Big Chill,Receiveite,Epsilon Eridani,6,7,10,Sourceite,Vortis,9,6,8,Overflow
Mole-Stache,Goop,Yardite,Vega,7,4,6,Alsoite,Ego the Living Planet,9,8,6,Mole-Stache
Atomix,Fasttrack,Eastite,Sirius,10,5,10,Programite,Altair IV,9,10,9,Fasttrack
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,7,7,Formite,Tierra Nova,7,8,10,Way Big
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Astrodactyl,NRG,Acrossite,Hala,10,7,8,Earlyite,Rylos,7,5,10,NRG
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Ultimate Gravattack
Slapback,Jetpack Alien,Addite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Diamondhead,Snare-oh,Evidenceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
The Worst,Ultimate Echo Echo,Personite,Talos IV,9,6,6,Totalite,Solaris,6,8,9,Jetray
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,10,6,7,Herite,Sirius,9,10,9,Ultimate Big Chill
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,10,6,7,Herite,Sirius,9,10,9,Terraspin
Spidermonkey,AmpFibian,Faceite,Vega,7,7,9,Particularite,Zantron,5,6,5,Crashhopper
Feedback,Lodestar,Norite,Beta Hydri,7,4,10,Cellite,Krypton,6,8,10,Feedback
Whampire,Eatle,Riskite,Zygara,9,10,6,Articleite,Orion Nebula,5,7,5,Eatle
Gax,Ultimate Spidermonkey,Girlite,Altair IV,9,5,6,Darkite,Tierra Nova,10,10,8,Ball Weevil
Wildvine,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Ultimate Swampfire,Lodestar,Riskite,Tierra Nova,9,10,6,Actite,Krypton,8,10,8,Jetray
Atomix,Fasttrack,Eastite,Rylos,10,5,10,Programite,Altair IV,10,10,10,Fasttrack
Whampire,Ultimate Echo Echo,Personite,Talos IV,9,6,6,Totalite,Xandar,6,6,9,Toepick
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Feedback,Lodestar,Norite,Beta Hydri,7,4,10,Cellite,Krypton,6,8,10,Feedback
Atomix,Fasttrack,Eastite,Sirius,10,5,10,Programite,Altair IV,9,10,7,Atomix
Toepick,Blitzwolfer,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,9,Toepick
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,7,5,Threeite,Hala,7,4,6,Ultimate Way Big
Shock Rock,Eatle,Littleite,Rylos,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Feedback,Lodestar,Dealite,Beta Hydri,7,4,10,Cellite,Krypton,6,8,10,Feedback
The Worst,Toepick,Townite,Zygara,9,6,6,Whereite,Xandar,7,6,9,Toepick
Ghostfreak,Gax,Maybeite,Solaris,7,8,6,Girlite,Altair IV,9,5,10,Swampfire
Atomix,Ultimate Humungousaur,Eastite,Sirius,10,5,10,Thusite,Altair IV,9,10,10,Fasttrack
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Eatle,Ultimate Way Big,Valueite,Orion Nebula,5,9,5,Threeite,Hala,7,4,6,Ultimate Way Big
Bullfrag,Ultimate Big Chill,Individualite,Tierra Nova,5,8,6,Herite,Sirius,9,10,9,Ultimate Big Chill
Walkatrout,Gutrot,Evidenceite,Zygara,5,7,9,Norite,Beta Hydri,7,4,6,Grey Matter
Astrodactyl,NRG,Acrossite,Hala,10,7,8,Earlyite,Rylos,7,5,10,NRG
Whampire,Eatle,Riskite,Zygara,9,10,6,Valueite,Orion Nebula,5,7,5,Eatle
Stinkfly,Slapback,Nameite,Alpha Centauri,5,5,10,Personite,Hala,9,6,5,Fasttrack
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Water Hazard,Big Chill,Withoutite,Xandar,9,10,8,Minuteite,Pandora,9,7,10,Upgrade
Eye Guy,Ultimate Swampfire,Middleite,Kratos IV,10,4,8,Thusite,Zygara,9,10,10,Fasttrack
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Simpleite,Vortis,6,8,6,The Worst
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Eye Guy,NRG,Middleite,Kratos IV,10,4,8,Thusite,Altair IV,9,10,10,Jury Rigg
Chamalien,Ditto,Articleite,Hala,5,8,5,Workite,Alpha Centauri,8,4,6,Ditto
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Big Chill
Swampfire,Ultimate Echo Echo,Electionite,Krypton,9,4,10,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Way Big,Four Arms,Toughite,Tierra Nova,7,4,8,Decideite,Epsilon Eridani,8,4,5,Four Arms
Shock Rock,Eatle,Littleite,Zygara,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Diamondhead,Snare-oh,Faceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Shocksquatch,Cannonbolt,Indeedite,Omega Centauri,7,6,10,Taxite,Nebulon,10,10,7,Shocksquatch
Gravattack,Wildmutt,Greenite,Vulcan,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Jetray
Feedback,Armodrillo,Norite,Zantron,7,4,10,Discussionite,Tierra Nova,5,4,10,Armodrillo
Upchuck,Armodrillo,Particularite,Rylos,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Simpleite,Vortis,6,8,6,The Worst
Ultimate Way Big,Walkatrout,Earlyite,Alpha Centauri,5,5,10,Personite,Qonos,9,6,8,Upgrade
Kickin Hawk,AmpFibian,Loseite,Tierra Nova,8,5,6,Particularite,Zantron,5,8,5,AmpFibian
Ghostfreak,Gax,Maybeite,Solaris,8,8,6,Girlite,Altair IV,9,5,6,Ghostfreak
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
AmpFibian,Way Big,Particularite,Zantron,5,8,5,Formite,Tierra Nova,7,8,10,AmpFibian
Blitzwolfer,Toepick,Storeite,Talos IV,9,6,7,Whereite,Xandar,7,6,9,Blitzwolfer
Eye Guy,Fasttrack,Middleite,Kratos IV,10,4,6,Programite,Altair IV,9,10,10,Fasttrack
Ultimate Cannonbolt,Wildmutt,Greenite,Pandora,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Gravattack
Bullfrag,Ultimate Big Chill,Politicalite,Orion Nebula,5,10,5,Herite,Sirius,9,10,9,Ultimate Big Chill
Wildvine,Ultimate Swampfire,Withoutite,Solaris,9,5,8,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Bloxx,Ditto,Agentite,Hala,8,10,9,Workite,Alpha Centauri,8,4,6,Ditto
Ultimate Spidermonkey,Four Arms,Sendite,Nebulon,10,10,5,Decideite,Epsilon Eridani,8,4,5,Four Arms
Ultimate Humungousaur,Jetray,Togetherite,Vega,10,4,6,Dealite,Tau Ceti,9,8,9,Jetray
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Wildvine,Upgrade,Withoutite,Xandar,9,10,8,Minuteite,Pandora,9,10,10,Upgrade
Ultimate Humungousaur,Diamondhead,Candidateite,Vega,10,4,8,Togetherite,Tau Ceti,6,7,9,Ultimate Gravattack
Big Chill,Ultimate Cannonbolt,Withoutite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Upchuck,Armodrillo,Particularite,Rylos,7,10,10,Discussionite,Tierra Nova,5,4,10,Upchuck
Snare-oh,Ultimate Wildmutt,Aite,Vulcan,5,6,7,Leaderite,Rylos,8,4,8,Pesky Dust
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Glitch Ben,Diamondhead,Oilite,Vega,8,4,8,Articleite,Vega,7,7,9,Ultimate Humungousaur
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,7,9,8,Ultimate Wildmutt
Bloxx,Ditto,Agentite,Hala,8,10,9,Workite,Alpha Centauri,8,4,6,Ditto
Pesky Dust,Jetray,Togetherite,Vega,10,4,6,Dealite,Tau Ceti,9,8,9,Jetray
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Gravattack,Feedback,Greenite,Kratos IV,5,7,6,Norite,Beta Hydri,7,4,10,Gravattack
Spidermonkey,Way Big,Faceite,Solaris,7,9,9,Formite,Krypton,7,10,10,NRG
Gravattack,Wildmutt,Greenite,Kratos IV,5,7,6,Chanceite,Epsilon Eridani,8,6,10,Humungousaur
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Stinkfly,Slapback,Nameite,Alpha Centauri,5,5,10,Personite,Hala,8,4,5,Fasttrack
Atomix,Glitch Ben,Eastite,Sirius,10,5,10,Programite,Altair IV,9,10,5,Fasttrack
Alien X,Ultimate Swampfire,Herite,Sirius,9,10,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Frankenstrike,Snare-oh,Actionite,Rylos,10,7,8,Aite,Vulcan,5,6,7,Frankenstrike
Hot Shot,Toepick,Personite,Epsilon Eridani,9,9,7,Whereite,Xandar,7,6,9,Toepick
Jetpack Alien,Ultimate Cannonbolt,Townite,Tau Ceti,8,9,8,Maybeite,Solaris,8,9,6,Jetpack Alien
Ultimate Humungousaur,Jetray,Togetherite,Vega,10,4,6,Dealite,Tau Ceti,9,8,9,Ultimate Humungousaur
Hot Shot,Toepick,Townite,Epsilon Eridani,9,6,9,Whereite,Xandar,7,6,9,Toepick
Big Chill,Ultimate Cannonbolt,Withoutite,Vortis,9,5,8,Spaceite,Xandar,8,9,9,Ultimate Cannonbolt
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Chamalien,Ditto,Articleite,Alpha Centauri,5,4,5,Simpleite,Nexus Prime,6,4,6,Chamalien
Big Chill,Chamalien,Withoutite,Vortis,8,5,8,Articleite,Alpha Centauri,5,4,5,Four Arms
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Herite,Ego the Living Planet,9,10,9,Whampire
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Brainstorm
Hot Shot,Ultimate Echo Echo,Personite,Talos IV,9,6,5,Totalite,Solaris,6,6,9,Ultimate Echo Echo
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Way Big
Ultimate Echo Echo,Ultimate Swampfire,Totalite,Solaris,6,6,9,Centuryite,Ego the Living Planet,9,10,10,Ultimate Echo Echo
Upchuck,Armodrillo,Particularlyite,Altair IV,7,10,5,Discussionite,Tierra Nova,5,4,10,Upchuck
Spidermonkey,Gutrot,Spaceite,Zygara,7,9,9,Particularlyite,Ego the Living Planet,7,10,10,Spidermonkey
Shock Rock,Eatle,Bestite,Zygara,9,10,8,Articleite,Orion Nebula,5,7,5,Jury Rigg
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Ultimate Wildmutt
Four Arms,Pesky Dust,Decideite,Epsilon Eridani,8,4,5,Simpleite,Nexus Prime,6,8,6,The Worst
Walkatrout,Ditto,Bestite,Vega,5,7,8,Workite,Alpha Centauri,8,4,6,Grey Matter
Goop,Pesky Dust,Personite,Talos IV,9,6,7,Mostite,Xandar,6,6,7,Chromastone
Mole-Stache,Jetpack Alien,Aite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Jetpack Alien
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
Ultimate Spidermonkey,Four Arms,Sendite,Nebulon,10,10,8,Decideite,Epsilon Eridani,8,4,5,Four Arms
Ultimate Cannonbolt,Upchuck,Norite,Sirius,9,9,9,Whereite,Krypton,7,10,10,Spidermonkey
Walkatrout,Grey Matter,Taxite,Vulcan,5,9,9,Groundite,Krypton,8,4,6,Grey Matter
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
NRG,Swampfire,Norite,Andromeda Prime,7,4,10,Withoutite,Krypton,9,4,10,Armodrillo
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Candidateite,Vortis,6,8,6,Ultimate Way Big
Spidermonkey,Way Big,Spaceite,Kratos IV,7,9,9,Formite,Tierra Nova,7,10,10,NRG
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Ultimate Wildmutt,Jetpack Alien,Respondite,Altair IV,10,9,5,Townite,Tau Ceti,8,9,8,Diamondhead
Diamondhead,Snare-oh,Faceite,Vega,7,7,9,Aite,Vulcan,5,6,7,Diamondhead
Pesky Dust,Way Big,Simpleite,Nexus Prime,6,8,7,Formite,Tierra Nova,7,8,10,Way Big
Ultimate Spidermonkey,Glitch Ben,Respondite,Nebulon,10,10,5,Oilite,Vega,8,4,8,Jury Rigg
Brainstorm,Terraspin,Somebodyite,Krypton,7,6,7,Mostite,Orion Nebula,10,6,7,Terraspin
Water Hazard,Upgrade,Seaite,Xandar,9,10,8,Spaceite,Beta Hydri,9,7,10,Upgrade
Shocksquatch,Cannonbolt,Everite,Omega Centauri,9,6,6,Herite,Nebulon,10,10,7,Bloxx
Shock Rock,Eatle,Littleite,Zygara,7,6,6,Valueite,Orion Nebula,5,7,5,Eatle
Mole-Stache,Goop,Yardite,Vega,5,4,6,Alsoite,Ego the Living Planet,9,10,9,Mole-Stache
Brainstorm,Terraspin,Somebodyite,Krypton,7,4,7,Mostite,Vulcan,10,6,7,Terraspin
Ultimate Way Big,Overflow,Threeite,Hala,7,4,6,Receiveite,Nebulon,6,7,8,Overflow
Astrodactyl,Ultimate Gravattack,Acrossite,Hala,10,7,8,Actite,Rylos,10,4,7,Astrodactyl
Goop,Whampire,Alsoite,Ego the Living Planet,9,8,7,Riskite,Zygara,9,10,6,Goop
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Humungousaur,Eatle,Littleite,Tierra Nova,7,8,6,Valueite,Orion Nebula,5,10,5,Eatle
Toepick,Toepick,Whereite,Xandar,7,6,9,Storeite,Talos IV,9,6,9,Toepick
Feedback,Lodestar,Norite,Beta Hydri,7,4,10,Oilite,Krypton,6,4,10,Lodestar
Alien X,Ultimate Swampfire,Indeedite,Andromeda Prime,7,8,6,Centuryite,Ego the Living Planet,9,10,10,Ultimate Swampfire
Eye Guy,Ultimate Swampfire,Middleite,Kratos IV,10,4,8,Riskite,Zygara,9,10,10,Wildmutt
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
XLR8,Gravattack,Withoutite,Beta Hydri,9,5,8,Greenite,Kratos IV,5,7,6,Gravattack
Atomix,Ultimate Swampfire,Eastite,Sirius,10,5,10,Thusite,Altair IV,9,10,10,Fasttrack
Fasttrack,Ball Weevil,Girlite,Altair IV,9,5,10,Sendite,Tierra Nova,10,10,8,Fasttrack
Ultimate Humungousaur,Jetray,Togetherite,Kratos IV,7,4,8,Dealite,Talos IV,9,8,9,Jetray
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Cannonbolt,Big Chill,Minuteite,Nebulon,10,10,7,Sourceite,Vortis,9,5,8,Overflow
Crashhopper,AmpFibian,Colorite,Vega,7,7,9,Particularite,Zantron,5,8,5,Crashhopper
Brainstorm,Terraspin,Somebodyite,Xenon,7,4,7,Mostite,Orion Nebula,10,6,7,Brainstorm
Stinkfly,Slapback,Politicalite,Alpha Centauri,5,5,10,Personite,Hala,9,6,5,Stinkfly
Four Arms,The Worst,Decideite,Epsilon Eridani,8,4,5,Simpleite,Vortis,6,8,6,The Worst
Upgrade,Big Chill,Receiveite,Pandora,6,7,10,Sourceite,Vortis,9,5,8,Upgrade
Stinkfly,Goop,Nameite,Alpha Centauri,5,5,10,Personite,Hala,9,6,7,Stinkfly
The Worst,Ultimate Cannonbolt,Programite,Zygara,5,10,6,Valueite,Orion Nebula,9,7,5,Jury Rigg
Humungousaur,Ultimate Gravattack,Lateite,Rylos,5,8,10,Actite,Rylos,10,4,7,Humungousaur
Gax,Ball Weevil,Girlite,Altair IV,9,5,6,Darkite,Tierra Nova,10,10,8,Gax
Big Chill,Chamalien,Sourceite,Vortis,9,5,8,Articleite,Alpha Centauri,5,4,5,Chamalien
Slapback,Bloxx,Personite,Hala,9,6,5,Agentite,Hala,8,10,9,Slapback
Lodestar,Ultimate Gravattack,Cellite,Krypton,6,8,10,Actite,Rylos,10,4,7,Lodestar
Ultimate Spidermonkey,Ditto,Darkite,Nebulon,10,10,5,Oilite,Vega,8,4,8,Ditto
Terraspin,Ultimate Big Chill,Mostite,Orion Nebula,10,6,7,Herite,Sirius,9,10,9,Ultimate Big Chill
Ultimate Echo Echo,Ultimate Way Big,Totalite,Solaris,6,6,9,Threeite,Hala,7,4,6,Ultimate Echo Echo
Cannonbolt,Big Chill,Minuteite,Nebulon,10,10,7,Sourceite,Vortis,9,5,8,Cannonbolt
Jetray,Lodestar,Dealite,Tau Ceti,9,8,9,Cellite,Krypton,6,8,10,Lodestar
Spidermonkey,Feedback,Faceite,Zygara,7,9,9,Norite,Ego the Living Planet,7,4,10,NRG
Ultimate Swampfire,Jury Rigg,Centuryite,Ego the Living Planet,9,10,10,Toughite,Beta Hydri,7,5,8,Ultimate Swampfire
